SLNo,InstitutionName,Address,Code, InstitutionType,ContactNumber,,
1416,Vijaya First Grade College (Devanahalli),"Vijayapura, Devanahalli Taluk,",C-20969,Degree/ Professional,9845842429/ 8861184064,,
,,Bengaluru-562135.,,,,,
1417,Vijaya Teachers College,Jayanagar,C-20754,professional,80 – 26631413,,
1418,Vijaya Vittal Institute of Technology,Bangalore,C-1257,Technical,"080 6547 2867, 919480998948, 8884233999",,
1419,Vijayanagar College of Nursing,Bangalore,C-40200,professional,"09986039404, 9742266721",,
1420,Vijayanagar School of Nursing,Bangalore,S-4407,professional,"074111 86880, 9742266721, 9986039404",,
1421,Vishveshwaraiah Technological University,"Regional Office, Bangalore",C-1251,Technical,080 2301 6694,,
1422,Vishveswarapura Law College,Bangalore,C-9806,professional,080-26615851,,
1423,Vishwa Chethana Degree College,Bangalore,C-51659,Degree/ Professional,080 27841476/22239595/9916666360/9916672004,,
1424,Vishwabharathi School of Nursing,Uttarahalli,S-4412,professional,"08026390826, 9448619419",,
1425,Vishwasai College of Nursing,Bangalore,C-40105,professional,8049599516 / 65902444,,
1426,Vision Degree College,Banasawadi,NEW-70,Degree/ Professional,97349744110,,
1427,Viswa Sai School Of Nursing,Bangalore,S-4413,professional,080- 26481585,,
1428,Vittal Malya Scientific Research Foundation,BTM II Stage,C-17601,professional,"91-80-2686 1769, 26861216",,
,,"CA Site No. 1, 2nd Cross, 2nd",,,,,
1429,Vittala International Institute of Ophthalmology,"Main, 7th Block, Banashankari 3rd",BMTC-7,professional,26722214/ 26722215,,
,,"stage, Hosakerehalli,Bengaluru-85.",,,,,
,,"No. 3, Ramachandrappa Building,",,,,,
1430,Vivek ITI,"Kethaganahalli Road, Near Housing",PR29000765,professional,8861050079/ 9343565617,,
,,"Board, Bidadi, Bengaluru-109.",,,,,
1431,Vivekananada ITI (Ramanagar),"BM Road, Ramanagar",PR-29001072,professional,9901047024,,
,,,,Page 15,,,
,,,,college list,,,
1432,Vivekananda College of Arts Science and CommerceRajajinagar II stage,,,C-20596,Degree/ Professional,080-23579511,
1433,Vivekananda College of Education,,,C-21013,Degree/ Professional,080-23579511,
1434,Vivekananda College of Law,,,C-9780,professional,"080-23323303,23123775",
1435,Vivekananda College of Pharmacy,,,C-40467,professional,"080-23377434 , 3371952",
1436,Vivekananda Degree College for Women,,,C-20877,Degree/ Professional,"080-23379637, 23379638",
1437,Vivekananda Institute of Management,,,C-50444,Degree/ Professional,80 - 23577334,
1438,Vivekananda Institute of Technology,,,C-1342,Technical,"08028437696, 28437036",
1439,Vivekananda ITI (Harohalli),,,PR-29000877,professional,9449526626,
1440,Vogue Institute of Fashion Technology,,,C-20642,professional,080 41478547/25304332/25545099,
1441,Vokkaligara Sanga Dental College & Hospital,,,C-40593,Medical,"080 2661 8066,",
1442,Vokkaligara Sangha ITC,,,PR-29000239_C,professional,"080-32924563, 9739424206",
1443,VTU,Center (Karnataka State Remote Sens,ing Application Centre),C-1270,Technical,+91-80-2972 0557 / 58,
1444,VTU,Centre (United Technologies Ltd ),,C-1415,Technical,91 77602 80238,
1445,VTU Extension Center (BMS College of Engineering),,,C-1305,Technical,80-26622130-35,
1446,VTU Extension Centre (IR Rasta),,,C-1430,Technical,"8041291642, 699, 708, 709, 706",
1447,VTU Extension centre (Reva Institute of Technology,,& Management),C-1233,Technical,"80-65687563 , 64 , 65",
1448,VV Pura Institute of Pharmaceutical Sciences,,,C-40564,professional,"91(80) 26711851, +91(80) 26711861",
1449,VV Puram Arts and commerce college,,,C-20833,Degree/ Professional,080 – 26612427,
1450,VV Puram Science college,,,C-20841,Degree/ Professional,080 26675575,
1451,VVN Degree College,,,C-21034,Degree/ Professional,080 - 26621009,
1452,VVN Instiute of Management,& Technology,,C-20592,Degree/ Professional,"080-26601621,41692323,26500104",
1453,Vydehi Institute of biotech science,,,C-20965,Degree/ Professional,"28413381, 28412956",
1454,Vydehi Institute of Dental Sciences & Research Cent,,re,C-40283,Medical,9845255763,
1455,Vydehi Institute of Medical Sciences,,,C-40332,Professional/ Medical,"80-28412956, +91-80-28413381/2/3/4/5",
,,,,,,,
1456,Vydehi Institute of Nursing Sciences & Research Cen,,,C-40171,professional,9448855663,
,,,,,,,
1457,Westline College of Commerce Management and Science,,,C-53175,Degree/ Professional,80 2972 0500,
1458,Williams International College,,,C-20756,Degree/ Professional,080 – 23657444,
1459,Wochardt Institute of Medical,,,C-40546,Medical,080-66214444,
1460,Wockhardt Institute of Nursing,,,C-40217,professional,080-41663756/ 41725104,
1461,Xavier Institute of Management & Entrepreneurship,,,S-1472,Degree/ Professional,91-80-2852 8477 / 2852 8597 / 2852 8598,
1462,Yadava Degree College,,,C-21008,Degree/ Professional,080 – 22203255,
1463,Yellamma Dasappa Institute of Technology,,,C-1427,Technical,080 2843 5829,
1464,YMCA College of Physical Education,,,C-21073,Degree/ Professional,9844041573,
,,,,,Page 16,,
college list,,,,,,,
8030938100,,,,,,,
080-23492503,,,,,,,
Page 17,,,,,,,
college list,,,,,,,
9663670405,,,,,,,
Page 18,,,,,,,
college list,,,,,,,
N48,,,,,,,
Page 19,,,,,,,
college list,,,,,,,
AL-381 (516),,,,,,,
Page 20,,,,,,,
college list,,,,,,,
Page 21,,,,,,,
college list,,,,,,,
Page 22,,,,,,,
,college list,,,,,,
AL-358,(Bget6/10/32/2005TC,,,,,,
AL-069,(18KX CMD),,,,,,
7022619130,AL-455 (1205),,,,,,
,Page 23,,,,,,
,college list,,,,,,
"9980573130, 8123400078AL-262",(7634) E059,,,,,,
,Page 24,,,,,,
,,,,,,,
9448160226,AL-101,,,,,,
AL-226(512),,,,,,,
,,,,,,,
college list,,,,,,,
Page 26,,,,,,,
college list,,,,,,,
Page 27,,,,,,,
college list,,,,,,,
Page 28,,,,,,,
,,,,,,,
AL-391 (C-60617)Karnataka State law university Huballi,,,,,,,
9880876040,AL-079 (7505) 9C Bangalore North University,,,,,,
,,,,,,,
,,,,,,,
AL-151 (453),,,,,,,
,,,,,,,
,college list,,,,,,
080-22262960,AL-087 (5002),,,,,,
,Page 31,,,,,,
college list,,,,,,,
Page 32,,,,,,,
